,address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and_last (Mins),Sent_tnx,Received_tnx,NumberofCreated_Contracts,UniqueReceivedFrom_Addresses,UniqueSentTo_Addresses20,MinValueReceived,MaxValueReceived,AvgValueReceived5Average,MinValSent,MaxValSent,AvgValSent,MinValueSentToContract,MaxValueSentToContract,AvgValueSentToContract,TotalTransactions(IncludingTnxtoCreate_Contract),TotalEtherSent,TotalEtherReceived,TotalEtherSent_Contracts,TotalEtherBalance,TotalERC20Tnxs:,ERC20TotalEther_Received:,ERC20TotalEther_Sent:,ERC20TotalEtherSentContract:,ERC20UniqSent_Addr:,ERC20UniqRec_Addr:,ERC20UniqRecContractAddr:,ERC20AvgTimeBetweenSent_Tnx,ERC20AvgTimeBetweenRec_Tnx,ERC20AvgTimeBetweenContract_Tnx,ERC20MinVal_Rec,ERC20MaxVal_Rec,ERC20AvgVal_Rec,ERC20MinVal_Sent,ERC20MaxVal_Sent,ERC20AvgVal_Sent,ERC20UniqSentTokenName,ERC20UniqRecTokenName,ERC20MostSentTokenType,ERC20MostRecTokenType
1323,0x6cfdde4e08c9e2cf1b9a32d2c31203966b17f816,0,0,11872,1,1,0,1,1,1.09E+17,1.08738E+17,1.09E+17,1.08654E+17,1.09E+17,1.09E+17,0,0,0,2,1.08654E+17,1.08738E+17,0,0,2,1E+16,0,1.34E+18,0,1,1,0,0,0,1E+16,1E+16,0,0,0,0,0,1,0,Arnoya classic
1324,0x6d08f8573e742db3eb88d8c545971e4dc9668528,2727496.889,2991005.125,24559325,10,9,0,7,9,2.99E+17,10805712208517239441,5.93E+17,1.41463E+16,1.08E+19,3.56E+17,0,0,0,19,3.56214E+18,5.33443E+18,0,0,1,0,0,1.34E+19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,0x6d09d33c424932f59ce9aa777adf131fb3adbf3e,0,4488,144306,1,3,0,3,1,2.00E+17,2E+18,6.67E+16,3.00977E+18,3.01E+18,3.01E+18,0,0,0,4,3.00977E+18,2E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0x6d0aef62e321cf1afb74a4a305f380d9f5c34c8a,197.75,6696.375,162087,5,25,0,23,2,1.30526E+15,1E+19,2.90051E+15,8.155E+15,1.72E+19,1.631E+15,0,0,0,30,8.155E+15,7.25129E+16,0,123000000000000,4,2684000000000000911,0,0,0,4,0,0,44810427.33,0,911,1.337E+18,8.95E+17,0,0,0,0,4,0,An Etheal Promo
1327,0x6d1ca9ee33f0806bd37a8ac4c418a0ecb0c9f086,0,0,0,0,1,0,1,0,1.51547E+15,1515472979116782,1.51547E+15,0,0,0,0,0,0,1,0,1515472979116782,0,1515472979116782,4,5.348E+18,0,0,0,2,0,0,3258325.667,0,1.337E+18,1.337E+18,1.78E+18,0,0,0,0,2,0,Blockwell say NOTSAFU
1328,0x6d64486a5c99139b53239297e0b653d196d05777,1183,15666.33333,143305,3,10,0,9,3,5.00E+17,3E+19,1.57E+17,1E+18,3.02E+19,1.01E+19,0,0,0,13,3.02094E+19,1.57E+18,0,0,1,3.02099E+23,0,0,0,1,0,0,0,0,3.02099E+23,3.02099E+23,0,0,0,0,0,1,0,CANDY
1329,0x6d8a1bc0ae09ae5cfd4a7a2a59194598734ceea5,213744,22750.2,1942309,3,6,0,5,1,4.74E+16,1E+18,1.67E+16,8.46054E+17,1.00E+18,2.82E+17,0,0,0,9,8.46054E+17,1E+17,0,0,3,56957540000000000777,0,0,0,3,0,0,76035463.5,0,777,5.69475E+19,2.85E+19,0,0,0,0,3,0,VIU
1330,0x6daa1acae526e48f888a2e0c40b4b3baceda1d07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.34E+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,0x6dcbe06db7d7e56941c92b5cd9ea8dad65d4417c,0,513505.2941,28257544,1,18,0,12,1,2E+15,5.7E+17,111111111111111,9.6879E+17,9.69E+17,9.69E+17,0,0,0,19,9.6879E+17,2E+15,0,0,3,1.338E+19,0,9.90E+19,0,2,1,0,115434688,0,1E+16,1.337E+19,1.34E+19,0,0,0,0,2,0,Blockwell say NOTSAFU
1332,0x6dd3262c18cd5a0f03dd8f2c0db5b19b8fb92c85,0,55357.55556,758546,1,10,0,9,1,1.00E+17,1.5E+18,5.00E+16,7487684772228009304,7.49E+18,7.49E+18,0,0,0,11,7487684772228009304,5E+17,0,0,2,1.338E+19,0,0,0,2,0,0,115437112,0,1E+16,1.337E+19,1.34E+19,0,0,0,0,2,0,Blockwell say NOTSAFU
1333,0x6ddfef85ecf643628254e5af7064e05b3c6b221e,1433082.733,3587086.5,21523412,16,7,0,5,11,200000000000000,8.2E+18,285714285714285,0,6.00E+18,148944500000000,0,0,0,23,2.38311E+15,2E+15,0,0,7,2.54879E+21,2.54879E+21,2.10E+18,2,2,2,286244,146802,14246910,9.11461E+20,1.63733E+21,2.55E+21,5E+19,1.58733E+21,1.27E+21,2,2,IDICE,Golem
1334,0x6de5f0c142daf2eab3c0d3751f3be6af5f359795,0,8404.428571,6144523,1,22,0,14,1,0,2.5E+18,2.39E+16,16663060541537725993,1.67E+19,1.67E+19,0,0,0,23,16663060541537725993,5.25293E+17,0,0,4,1E+18,0,2.24E+18,0,2,2,0,4158805,12232202,15000000,1E+18,1.00E+18,0,0,0,0,2,0,LoserToken
